Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Food and drink,Gate location,Inflight entertainment,Ease of Online booking,Baggage handling,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,15,Personal Travel,Business,1687,3,3,1,3,4,1,4,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,4540,3,3,2,2,4,3,2,163,123
satisfied,Female,Loyal Customer,36,Personal Travel,Business,2545,4,4,4,5,4,4,4,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Business,2674,1,1,1,5,4,4,3,18,11
dissatisfied,Male,Loyal Customer,37,Personal Travel,Business,944,3,3,2,2,4,4,1,24,10
satisfied,Female,Loyal Customer,17,Personal Travel,Business,1959,2,2,2,5,4,4,3,25,29
dissatisfied,Male,Loyal Customer,24,Personal Travel,Business,1861,3,3,2,3,5,1,5,0,7
dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,2178,3,3,2,3,3,2,3,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Business,585,3,3,2,2,1,1,2,0,0
dissatisfied,Female,Loyal Customer,57,Personal Travel,Business,2409,3,3,2,3,3,2,3,131,126
dissatisfied,Male,Loyal Customer,19,Personal Travel,Business,1686,3,3,2,3,3,3,3,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Business,1706,3,3,3,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Business,4747,3,3,3,1,2,3,4,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Business,4204,2,4,2,5,4,4,4,30,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Business,3768,3,3,3,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Business,2661,3,3,3,4,2,5,3,7,0
satisfied,Female,Loyal Customer,55,Personal Travel,Business,2611,3,3,3,5,4,4,4,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Business,3106,4,3,4,5,4,4,5,0,4
dissatisfied,Male,Loyal Customer,47,Personal Travel,Business,1782,3,3,3,4,4,4,1,9,2
satisfied,Female,Loyal Customer,69,Personal Travel,Business,1765,2,2,2,5,4,4,5,12,38
dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,1492,3,3,3,3,5,2,1,14,0
satisfied,Female,Loyal Customer,41,Personal Travel,Business,1325,2,2,2,4,4,4,2,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Business,2862,5,3,5,4,4,4,5,3,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Business,2821,3,3,3,1,3,4,1,132,102
satisfied,Female,Loyal Customer,41,Personal Travel,Business,1181,2,2,2,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Business,933,,3,3,3,2,2,3,13,0
satisfied,Female,Loyal Customer,31,Personal Travel,Business,2214,1,1,1,4,4,4,5,12,7
satisfied,Female,Loyal Customer,13,Personal Travel,Business,2034,3,3,3,5,4,4,5,25,13
dissatisfied,Male,Loyal Customer,38,Personal Travel,Business,850,3,3,3,4,5,5,3,17,8
satisfied,Female,Loyal Customer,47,Personal Travel,Business,830,5,2,2,5,4,4,3,43,28
dissatisfied,Male,Loyal Customer,10,Personal Travel,Business,1391,3,3,3,3,2,4,2,37,29
satisfied,Female,Loyal Customer,57,Personal Travel,Business,501,5,5,5,4,5,4,4,0,34
dissatisfied,Male,Loyal Customer,45,Personal Travel,Business,428,3,3,3,3,3,3,4,30,22
satisfied,Female,Loyal Customer,69,Personal Travel,Business,396,5,1,1,5,5,1,5,0,8
satisfied,Female,Loyal Customer,35,Personal Travel,Business,403,4,4,4,5,5,4,3,28,27
satisfied,Female,Loyal Customer,29,Personal Travel,Business,1013,1,1,1,4,5,4,5,124,106
dissatisfied,Male,Loyal Customer,62,Personal Travel,Business,300,3,3,3,4,4,4,1,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Business,273,3,3,3,4,1,1,2,89,77
dissatisfied,Male,Loyal Customer,13,Personal Travel,Business,1215,3,3,3,3,2,3,2,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Business,1442,3,3,3,4,5,4,5,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Business,1145,3,3,3,5,5,4,4,0,15
dissatisfied,Male,Loyal Customer,9,Personal Travel,Business,2288,3,3,4,3,2,4,2,27,25
dissatisfied,Male,Loyal Customer,40,Personal Travel,Business,1063,3,3,4,4,2,2,4,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Business,981,4,4,4,4,5,4,3,13,18
dissatisfied,Male,Loyal Customer,31,Personal Travel,Business,2012,3,3,4,3,5,3,5,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Business,773,3,3,4,3,4,4,4,13,14
satisfied,Female,Loyal Customer,16,Personal Travel,Business,2150,2,2,2,3,5,4,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Business,518,3,3,4,4,3,3,2,14,37
dissatisfied,Male,Loyal Customer,19,Personal Travel,Business,1565,3,3,4,3,5,3,5,39,39
satisfied,Female,Loyal Customer,39,Personal Travel,Business,443,5,4,4,5,5,1,5,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Business,1409,5,5,5,3,5,4,2,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Business,222,3,3,3,4,5,4,3,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Business,1606,2,2,2,2,5,4,3,1,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Business,1862,3,3,4,3,2,3,2,40,27
dissatisfied,Male,Loyal Customer,39,Personal Travel,Business,83,3,3,4,3,2,4,2,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Business,3649,5,5,5,4,4,5,4,12,0
dissatisfied,Female,Loyal Customer,63,Personal Travel,Business,2611,3,4,4,3,1,4,3,192,187
satisfied,Female,Loyal Customer,70,Personal Travel,Business,307,1,1,1,4,4,5,3,20,31
dissatisfied,Male,Loyal Customer,33,Personal Travel,Business,777,3,0,2,0,5,2,5,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,269,3,0,3,3,1,1,4,33,28
satisfied,Female,Loyal Customer,55,Personal Travel,Business,273,1,1,1,,4,5,4,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Business,1646,3,2,3,2,2,2,1,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Business,656,2,2,2,5,3,1,5,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Business,1785,2,2,2,5,5,5,5,18,44
satisfied,Female,Loyal Customer,19,Personal Travel,Business,2303,2,5,2,5,4,4,5,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Business,673,3,3,1,1,2,4,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Business,2088,3,3,2,1,5,5,3,0,8
dissatisfied,Male,Loyal Customer,49,Personal Travel,Business,1417,3,3,2,2,3,3,4,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Business,1838,3,3,2,3,5,2,5,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Business,826,3,3,2,2,4,4,4,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,564,3,3,2,2,2,4,4,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Business,261,2,2,2,5,5,5,4,5,0
satisfied,Female,Loyal Customer,37,Personal Travel,Business,2481,4,4,4,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Business,2134,3,3,,4,2,2,1,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Business,1625,3,3,3,4,3,3,1,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Business,1579,5,1,1,3,5,5,5,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Business,2736,5,4,4,5,5,5,5,8,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,1225,3,,3,3,4,4,2,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Business,2064,4,4,4,4,5,5,4,4,1
dissatisfied,Male,Loyal Customer,44,Personal Travel,Business,1075,3,3,3,4,2,2,2,0,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,2888,3,3,3,3,4,3,3,155,174
dissatisfied,Male,Loyal Customer,36,Personal Travel,Business,1023,3,3,3,3,2,2,2,5,2
dissatisfied,Male,Loyal Customer,14,Personal Travel,Business,2492,3,3,3,3,3,3,3,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Business,966,5,5,5,4,5,5,5,15,12
satisfied,Female,Loyal Customer,23,Personal Travel,Business,1845,2,2,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Business,838,2,1,2,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Business,824,3,3,3,3,4,4,1,24,21
dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,2457,3,3,3,3,2,3,2,16,9
dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,1820,3,3,3,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2282,3,3,3,3,1,4,1,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,776,1,1,1,4,5,5,5,88,95
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1705,3,3,3,3,3,2,3,0,31
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2481,3,3,3,3,4,3,4,124,115
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2355,1,1,1,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2215,3,3,3,3,4,4,4,25,52
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2029,3,3,3,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2507,3,3,3,3,2,3,2,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2527,3,3,3,3,3,3,3,14,10
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2076,4,4,4,5,5,5,4,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2462,2,2,2,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Business,1512,3,3,3,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1844,3,3,3,3,5,3,5,127,128
satisfied,Female,Loyal Customer,52,Personal Travel,Business,772,4,4,4,4,5,5,2,32,26
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1803,3,3,3,3,1,4,1,4,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,2263,3,3,3,3,2,3,2,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,733,4,4,4,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2685,3,3,3,3,2,3,3,224,205
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,708,1,1,1,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2467,3,3,3,3,4,2,4,0,6
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1630,3,3,3,3,3,4,3,23,22
dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,2661,3,3,3,5,2,3,5,171,172
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1577,3,3,3,3,4,4,4,1,15
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,673,1,1,1,4,5,5,3,75,60
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1618,3,3,3,3,1,3,1,0,1
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2131,3,3,3,3,1,3,1,13,36
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,700,2,2,2,5,5,5,5,0,13
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2286,3,3,3,3,5,4,5,0,2
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,693,4,4,4,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2027,3,3,3,3,1,3,1,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1443,3,3,3,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1831,3,3,3,3,5,3,5,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1632,3,3,3,3,4,3,4,10,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2138,5,4,4,5,5,5,5,17,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2194,3,3,3,3,4,4,4,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,659,5,4,4,4,5,5,2,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Business,621,5,2,2,5,5,5,2,11,12
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1852,3,3,3,3,2,3,2,10,7
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1761,5,5,5,4,5,5,4,24,20
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2318,3,3,3,3,2,3,3,129,178
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1772,3,3,3,5,5,5,4,18,28
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2208,4,4,4,5,5,5,4,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2514,2,2,2,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Business,2021,3,3,3,3,1,4,1,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1413,2,2,2,4,5,5,3,5,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1407,3,3,3,3,3,4,3,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2220,1,1,1,5,5,5,5,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Business,596,5,5,5,4,5,5,4,93,97
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,603,2,2,2,4,5,5,5,1,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,613,2,2,2,4,5,5,5,0,25
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,594,5,5,5,4,5,5,3,2,0
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,639,2,2,2,4,5,5,3,67,50
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1816,5,5,5,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,2379,3,3,3,3,3,4,3,0,4
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,597,5,5,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2052,3,3,3,3,4,4,4,45,101
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,595,4,4,4,5,5,4,5,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1726,3,3,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2003,3,3,3,3,3,4,3,0,5
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1653,3,3,3,3,5,4,5,7,3
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1949,3,3,3,3,3,3,3,9,1
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2103,1,1,1,4,5,5,4,0,0
dissatisfied,Female,Loyal Customer,14,Personal Travel,Eco,2323,3,3,3,4,3,3,4,177,163
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2257,5,5,5,1,5,5,1,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2054,3,3,3,3,3,3,3,0,1
dissatisfied,Male,Loyal Customer,26,Personal Travel,Business,2310,3,3,3,3,3,4,3,10,8
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,569,2,2,2,4,5,5,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,599,4,4,4,4,5,5,4,6,14
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1759,3,3,3,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2487,3,3,3,3,5,3,5,10,8
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1956,3,3,3,5,5,5,4,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Business,1667,2,2,2,4,5,5,4,59,53
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1627,3,3,3,3,5,3,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1964,3,3,3,3,3,3,3,19,15
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1810,5,3,2,4,5,5,4,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1835,5,2,2,3,5,5,5,6,2
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,580,3,3,3,4,5,5,3,9,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,563,3,3,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Business,2150,3,3,3,3,5,3,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,576,4,4,4,5,5,5,5,42,39
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1764,3,3,3,3,1,4,1,86,80
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2370,3,3,3,4,2,2,4,256,242
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1491,3,3,3,3,2,4,2,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,574,2,1,2,5,5,5,4,11,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1702,3,3,3,3,4,4,4,22,19
dissatisfied,Male,Loyal Customer,,Personal Travel,Eco,2137,3,3,3,3,3,2,3,11,3
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2041,3,2,3,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1822,3,3,3,3,5,3,5,4,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2241,3,3,3,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2219,3,3,3,3,5,4,5,41,42
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1544,3,3,3,3,4,4,4,2,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1456,3,3,3,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2025,3,3,3,3,4,3,4,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,493,5,5,5,4,5,5,5,11,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2037,3,3,3,3,2,3,2,10,13
satisfied,Female,Loyal Customer,65,Personal Travel,Business,525,5,5,5,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2060,3,3,3,3,4,2,4,18,10
satisfied,Female,Loyal Customer,44,Personal Travel,Business,476,4,4,4,5,5,5,5,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,497,3,5,3,5,5,4,5,97,93
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2172,3,3,3,3,3,4,3,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1237,1,1,1,5,5,5,3,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,463,5,5,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1076,1,1,1,5,5,5,3,0,5
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1516,3,3,3,3,3,3,3,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,483,5,3,3,3,5,5,1,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1579,5,2,2,3,5,5,4,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1807,3,3,3,3,3,3,3,0,5
dissatisfied,Female,Loyal Customer,65,Personal Travel,Eco,2118,3,3,3,4,4,3,4,514,624
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1941,3,3,3,3,4,3,4,3,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2210,3,3,3,3,4,3,4,44,42
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1885,3,3,3,3,3,4,3,6,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1590,3,3,3,3,4,3,4,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2082,3,3,3,3,1,4,1,9,1
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2273,5,2,2,2,5,5,4,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Business,461,5,5,5,5,5,5,5,50,38
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1285,4,4,4,5,5,5,4,0,83
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,459,5,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1599,3,3,3,3,4,3,4,1,19
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,453,1,1,1,4,5,5,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1465,5,5,5,5,5,4,5,2,0
satisfied,Female,Loyal Customer,26,Personal Travel,Business,1269,2,2,2,4,5,5,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1199,3,3,3,3,5,4,5,11,4
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1740,5,5,5,1,5,5,2,5,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2154,3,3,3,3,5,2,5,0,8
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,467,3,3,3,5,5,5,5,29,35
satisfied,Female,Loyal Customer,53,Personal Travel,Business,444,1,1,1,5,5,5,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1629,2,2,2,4,5,5,3,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,430,1,1,1,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1609,3,3,3,3,4,3,4,0,2
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,440,2,2,2,4,5,5,4,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1514,1,1,1,5,5,5,3,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,446,5,5,5,5,5,5,5,8,12
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1484,1,1,1,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1319,3,3,3,3,4,2,4,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,380,2,2,2,5,5,5,3,0,1
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,414,1,1,1,4,5,5,5,0,8
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1151,1,1,1,5,5,5,4,6,1
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,398,3,3,3,5,5,5,5,6,6
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1698,3,3,3,3,4,4,4,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1833,4,4,4,5,5,5,3,9,7
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1393,1,1,1,5,5,4,5,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,404,4,4,4,5,5,2,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1378,3,3,3,3,4,3,4,3,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2090,3,3,3,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Business,2018,3,3,3,3,1,4,1,14,21
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1254,3,3,3,3,4,4,4,0,4
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1273,3,3,3,3,2,3,2,1,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1545,3,3,3,3,2,2,2,3,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Business,2294,3,3,3,3,4,3,4,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1869,4,4,4,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1323,3,3,3,3,4,2,4,4,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1352,3,3,3,5,5,3,5,1,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Business,385,3,3,3,2,1,1,3,14,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1879,4,4,4,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1429,3,3,3,3,2,3,2,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,362,5,5,5,5,5,5,3,21,11
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1147,3,3,3,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1833,3,3,3,3,5,4,5,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1343,3,3,3,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1418,3,3,3,3,3,3,3,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1813,4,3,4,5,5,5,3,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,351,2,2,2,5,5,5,4,0,0
dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco,2279,3,3,3,3,3,2,3,113,158
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1238,3,3,3,3,2,3,2,110,118
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,352,1,1,1,1,5,5,5,0,2
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1275,3,3,3,3,4,4,4,0,12
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1420,3,3,3,3,1,3,1,15,14
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1094,3,3,3,3,5,4,5,15,8
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1684,2,2,2,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1919,3,3,3,3,4,4,4,1,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,331,5,1,1,1,5,5,1,0,0
